ord    	character
 159505	𦼑
 159506	𦼒
 159507	𦼓
 159508	𦼔
 159509	𦼕
 159510	𦼖
 159511	𦼗
 159512	𦼘
 159513	𦼙
 159514	𦼚
 159515	𦼛
 159516	𦼜
 159517	𦼝
 159518	𦼞
 159519	𦼟
 159520	𦼠
 159521	𦼡
 159522	𦼢
 159523	𦼣
 159524	𦼤
 159525	𦼥
 159526	𦼦
 159527	𦼧
 159528	𦼨
 159529	𦼩
 159530	𦼪
 159531	𦼫
 159532	𦼬
 159533	𦼭
 159534	𦼮
 159535	𦼯
 159536	𦼰
 159537	𦼱
 159538	𦼲
 159539	𦼳
 159540	𦼴
 159541	𦼵
 159542	𦼶
 159543	𦼷
 159544	𦼸
 159545	𦼹
 159546	𦼺
 159547	𦼻
 159548	𦼼
 159549	𦼽
 159550	𦼾
 159551	𦼿
 159552	𦽀
 159553	𦽁
 159554	𦽂
 159555	𦽃
 159556	𦽄
 159557	𦽅
 159558	𦽆
 159559	𦽇
 159560	𦽈
 159561	𦽉
 159562	𦽊
 159563	𦽋
 159564	𦽌
 159565	𦽍
 159566	𦽎
 159567	𦽏
 159568	𦽐
 159569	𦽑
 159570	𦽒
 159571	𦽓
 159572	𦽔
 159573	𦽕
 159574	𦽖
 159575	𦽗
 159576	𦽘
 159577	𦽙
 159578	𦽚
 159579	𦽛
 159580	𦽜
 159581	𦽝
 159582	𦽞
 159583	𦽟
 159584	𦽠
 159585	𦽡
 159586	𦽢
 159587	𦽣
 159588	𦽤
 159589	𦽥
 159590	𦽦
 159591	𦽧
 159592	𦽨
 159593	𦽩
 159594	𦽪
 159595	𦽫
 159596	𦽬
 159597	𦽭
 159598	𦽮
 159599	𦽯
 159600	𦽰
 159601	𦽱
 159602	𦽲
 159603	𦽳
 159604	𦽴
 159605	𦽵
 159606	𦽶
 159607	𦽷
 159608	𦽸
 159609	𦽹
 159610	𦽺
 159611	𦽻
 159612	𦽼
 159613	𦽽
 159614	𦽾
 159615	𦽿
 159616	𦾀
 159617	𦾁
 159618	𦾂
 159619	𦾃
 159620	𦾄
 159621	𦾅
 159622	𦾆
 159623	𦾇
 159624	𦾈
 159625	𦾉
 159626	𦾊
 159627	𦾋
 159628	𦾌
 159629	𦾍
 159630	𦾎
 159631	𦾏
 159632	𦾐
 159633	𦾑
 159634	𦾒
 159635	𦾓
 159636	𦾔
 159637	𦾕
 159638	𦾖
 159639	𦾗
 159640	𦾘
 159641	𦾙
 159642	𦾚
 159643	𦾛
 159644	𦾜
 159645	𦾝
 159646	𦾞
 159647	𦾟
 159648	𦾠
 159649	𦾡
 159650	𦾢
 159651	𦾣
 159652	𦾤
 159653	𦾥
 159654	𦾦
 159655	𦾧
 159656	𦾨
 159657	𦾩
 159658	𦾪
 159659	𦾫
 159660	𦾬
 159661	𦾭
 159662	𦾮
 159663	𦾯
 159664	𦾰
 159665	𦾱
 159666	𦾲
 159667	𦾳
 159668	𦾴
 159669	𦾵
 159670	𦾶
 159671	𦾷
 159672	𦾸
 159673	𦾹
 159674	𦾺
 159675	𦾻
 159676	𦾼
 159677	𦾽
 159678	𦾾
 159679	𦾿
 159680	𦿀
 159681	𦿁
 159682	𦿂
 159683	𦿃
 159684	𦿄
 159685	𦿅
 159686	𦿆
 159687	𦿇
 159688	𦿈
 159689	𦿉
 159690	𦿊
 159691	𦿋
 159692	𦿌
 159693	𦿍
 159694	𦿎
 159695	𦿏
 159696	𦿐
 159697	𦿑
 159698	𦿒
 159699	𦿓
 159700	𦿔
 159701	𦿕
 159702	𦿖
 159703	𦿗
 159704	𦿘
 159705	𦿙
 159706	𦿚
 159707	𦿛
 159708	𦿜
 159709	𦿝
 159710	𦿞
 159711	𦿟
 159712	𦿠
 159713	𦿡
 159714	𦿢
 159715	𦿣
 159716	𦿤
 159717	𦿥
 159718	𦿦
 159719	𦿧
 159720	𦿨
 159721	𦿩
 159722	𦿪
 159723	𦿫
 159724	𦿬
 159725	𦿭
 159726	𦿮
 159727	𦿯
 159728	𦿰
 159729	𦿱
 159730	𦿲
 159731	𦿳
 159732	𦿴
 159733	𦿵
 159734	𦿶
 159735	𦿷
 159736	𦿸
 159737	𦿹
 159738	𦿺
 159739	𦿻
 159740	𦿼
 159741	𦿽
 159742	𦿾
 159743	𦿿
 159744	𧀀
 159745	𧀁
 159746	𧀂
 159747	𧀃
 159748	𧀄
 159749	𧀅
 159750	𧀆
 159751	𧀇
 159752	𧀈
 159753	𧀉
 159754	𧀊
 159755	𧀋
 159756	𧀌
 159757	𧀍
 159758	𧀎
 159759	𧀏
 159760	𧀐
 159761	𧀑
 159762	𧀒
 159763	𧀓
 159764	𧀔
 159765	𧀕
 159766	𧀖
 159767	𧀗
 159768	𧀘
 159769	𧀙
 159770	𧀚
 159771	𧀛
 159772	𧀜
 159773	𧀝
 159774	𧀞
 159775	𧀟
 159776	𧀠
 159777	𧀡
 159778	𧀢
 159779	𧀣
 159780	𧀤
 159781	𧀥
 159782	𧀦
 159783	𧀧
 159784	𧀨
 159785	𧀩
 159786	𧀪
 159787	𧀫
 159788	𧀬
 159789	𧀭
 159790	𧀮
 159791	𧀯
 159792	𧀰
 159793	𧀱
 159794	𧀲
 159795	𧀳
 159796	𧀴
 159797	𧀵
 159798	𧀶
 159799	𧀷
 159800	𧀸
 159801	𧀹
 159802	𧀺
 159803	𧀻
 159804	𧀼
 159805	𧀽
 159806	𧀾
 159807	𧀿
 159808	𧁀
 159809	𧁁
 159810	𧁂
 159811	𧁃
 159812	𧁄
 159813	𧁅
 159814	𧁆
 159815	𧁇
 159816	𧁈
 159817	𧁉
 159818	𧁊
 159819	𧁋
 159820	𧁌
 159821	𧁍
 159822	𧁎
 159823	𧁏
 159824	𧁐
 159825	𧁑
 159826	𧁒
 159827	𧁓
 159828	𧁔
 159829	𧁕
 159830	𧁖
 159831	𧁗
 159832	𧁘
 159833	𧁙
 159834	𧁚
 159835	𧁛
 159836	𧁜
 159837	𧁝
 159838	𧁞
 159839	𧁟
 159840	𧁠
 159841	𧁡
 159842	𧁢
 159843	𧁣
 159844	𧁤
 159845	𧁥
 159846	𧁦
 159847	𧁧
 159848	𧁨
 159849	𧁩
 159850	𧁪
 159851	𧁫
 159852	𧁬
 159853	𧁭
 159854	𧁮
 159855	𧁯
 159856	𧁰
 159857	𧁱
 159858	𧁲
 159859	𧁳
 159860	𧁴
 159861	𧁵
 159862	𧁶
 159863	𧁷
 159864	𧁸
 159865	𧁹
 159866	𧁺
 159867	𧁻
 159868	𧁼
 159869	𧁽
 159870	𧁾
 159871	𧁿
 159872	𧂀
 159873	𧂁
 159874	𧂂
 159875	𧂃
 159876	𧂄
 159877	𧂅
 159878	𧂆
 159879	𧂇
 159880	𧂈
 159881	𧂉
 159882	𧂊
 159883	𧂋
 159884	𧂌
 159885	𧂍
 159886	𧂎
 159887	𧂏
 159888	𧂐
 159889	𧂑
 159890	𧂒
 159891	𧂓
 159892	𧂔
 159893	𧂕
 159894	𧂖
 159895	𧂗
 159896	𧂘
 159897	𧂙
 159898	𧂚
 159899	𧂛
 159900	𧂜
 159901	𧂝
 159902	𧂞
 159903	𧂟
 159904	𧂠
 159905	𧂡
 159906	𧂢
 159907	𧂣
 159908	𧂤
 159909	𧂥
 159910	𧂦
 159911	𧂧
 159912	𧂨
 159913	𧂩
 159914	𧂪
 159915	𧂫
 159916	𧂬
 159917	𧂭
 159918	𧂮
 159919	𧂯
 159920	𧂰
 159921	𧂱
 159922	𧂲
 159923	𧂳
 159924	𧂴
 159925	𧂵
 159926	𧂶
 159927	𧂷
 159928	𧂸
 159929	𧂹
 159930	𧂺
 159931	𧂻
 159932	𧂼
 159933	𧂽
 159934	𧂾
 159935	𧂿
 159936	𧃀
 159937	𧃁
 159938	𧃂
 159939	𧃃
 159940	𧃄
 159941	𧃅
 159942	𧃆
 159943	𧃇
 159944	𧃈
 159945	𧃉
 159946	𧃊
 159947	𧃋
 159948	𧃌
 159949	𧃍
 159950	𧃎
 159951	𧃏
 159952	𧃐
 159953	𧃑
 159954	𧃒
 159955	𧃓
 159956	𧃔
 159957	𧃕
 159958	𧃖
 159959	𧃗
 159960	𧃘
 159961	𧃙
 159962	𧃚
 159963	𧃛
 159964	𧃜
 159965	𧃝
 159966	𧃞
 159967	𧃟
 159968	𧃠
 159969	𧃡
 159970	𧃢
 159971	𧃣
 159972	𧃤
 159973	𧃥
 159974	𧃦
 159975	𧃧
 159976	𧃨
 159977	𧃩
 159978	𧃪
 159979	𧃫
 159980	𧃬
 159981	𧃭
 159982	𧃮
 159983	𧃯
 159984	𧃰
 159985	𧃱
 159986	𧃲
 159987	𧃳
 159988	𧃴
 159989	𧃵
 159990	𧃶
 159991	𧃷
 159992	𧃸
 159993	𧃹
 159994	𧃺
 159995	𧃻
 159996	𧃼
 159997	𧃽
 159998	𧃾
 159999	𧃿
 160000	𧄀
 160001	𧄁
 160002	𧄂
 160003	𧄃
 160004	𧄄
 160005	𧄅
 160006	𧄆
 160007	𧄇
 160008	𧄈
 160009	𧄉
 160010	𧄊
 160011	𧄋
 160012	𧄌
 160013	𧄍
 160014	𧄎
 160015	𧄏
 160016	𧄐
 160017	𧄑
 160018	𧄒
 160019	𧄓
 160020	𧄔
 160021	𧄕
 160022	𧄖
 160023	𧄗
 160024	𧄘
 160025	𧄙
 160026	𧄚
 160027	𧄛
 160028	𧄜
 160029	𧄝
 160030	𧄞
 160031	𧄟
 160032	𧄠
 160033	𧄡
 160034	𧄢
 160035	𧄣
 160036	𧄤
 160037	𧄥
 160038	𧄦
 160039	𧄧
 160040	𧄨
 160041	𧄩
 160042	𧄪
 160043	𧄫
 160044	𧄬
 160045	𧄭
 160046	𧄮
 160047	𧄯
 160048	𧄰
 160049	𧄱
 160050	𧄲
 160051	𧄳
 160052	𧄴
 160053	𧄵
 160054	𧄶
 160055	𧄷
 160056	𧄸
 160057	𧄹
 160058	𧄺
 160059	𧄻
 160060	𧄼
 160061	𧄽
 160062	𧄾
 160063	𧄿
 160064	𧅀
 160065	𧅁
 160066	𧅂
 160067	𧅃
 160068	𧅄
 160069	𧅅
 160070	𧅆
 160071	𧅇
 160072	𧅈
 160073	𧅉
 160074	𧅊
 160075	𧅋
 160076	𧅌
 160077	𧅍
 160078	𧅎
 160079	𧅏
 160080	𧅐
 160081	𧅑
 160082	𧅒
 160083	𧅓
 160084	𧅔
 160085	𧅕
 160086	𧅖
 160087	𧅗
 160088	𧅘
 160089	𧅙
 160090	𧅚
 160091	𧅛
 160092	𧅜
 160093	𧅝
 160094	𧅞
 160095	𧅟
 160096	𧅠
 160097	𧅡
 160098	𧅢
 160099	𧅣
 160100	𧅤
 160101	𧅥
 160102	𧅦
 160103	𧅧
 160104	𧅨
 160105	𧅩
 160106	𧅪
 160107	𧅫
 160108	𧅬
 160109	𧅭
 160110	𧅮
 160111	𧅯
 160112	𧅰
 160113	𧅱
 160114	𧅲
 160115	𧅳
 160116	𧅴
 160117	𧅵
 160118	𧅶
 160119	𧅷
 160120	𧅸
 160121	𧅹
 160122	𧅺
 160123	𧅻
 160124	𧅼
 160125	𧅽
 160126	𧅾
 160127	𧅿
 160128	𧆀
 160129	𧆁
 160130	𧆂
 160131	𧆃
 160132	𧆄
 160133	𧆅
 160134	𧆆
 160135	𧆇
 160136	𧆈
 160137	𧆉
 160138	𧆊
 160139	𧆋
 160140	𧆌
 160141	𧆍
 160142	𧆎
 160143	𧆏
 160144	𧆐
 160145	𧆑
 160146	𧆒
 160147	𧆓
 160148	𧆔
 160149	𧆕
 160150	𧆖
 160151	𧆗
 160152	𧆘
 160153	𧆙
 160154	𧆚
 160155	𧆛
 160156	𧆜
 160157	𧆝
 160158	𧆞
 160159	𧆟
 160160	𧆠
 160161	𧆡
 160162	𧆢
 160163	𧆣
 160164	𧆤
 160165	𧆥
 160166	𧆦
 160167	𧆧
 160168	𧆨
 160169	𧆩
 160170	𧆪
 160171	𧆫
 160172	𧆬
 160173	𧆭
 160174	𧆮
 160175	𧆯
 160176	𧆰
 160177	𧆱
 160178	𧆲
 160179	𧆳
 160180	𧆴
 160181	𧆵
 160182	𧆶
 160183	𧆷
 160184	𧆸
 160185	𧆹
 160186	𧆺
 160187	𧆻
 160188	𧆼
 160189	𧆽
 160190	𧆾
 160191	𧆿
 160192	𧇀
 160193	𧇁
 160194	𧇂
 160195	𧇃
 160196	𧇄
 160197	𧇅
 160198	𧇆
 160199	𧇇
 160200	𧇈
 160201	𧇉
 160202	𧇊
 160203	𧇋
 160204	𧇌
 160205	𧇍
 160206	𧇎
 160207	𧇏
 160208	𧇐
 160209	𧇑
 160210	𧇒
 160211	𧇓
 160212	𧇔
 160213	𧇕
 160214	𧇖
 160215	𧇗
 160216	𧇘
 160217	𧇙
 160218	𧇚
 160219	𧇛
 160220	𧇜
 160221	𧇝
 160222	𧇞
 160223	𧇟
 160224	𧇠
 160225	𧇡
 160226	𧇢
 160227	𧇣
 160228	𧇤
 160229	𧇥
 160230	𧇦
 160231	𧇧
 160232	𧇨
 160233	𧇩
 160234	𧇪
 160235	𧇫
 160236	𧇬
 160237	𧇭
 160238	𧇮
 160239	𧇯
 160240	𧇰
 160241	𧇱
 160242	𧇲
 160243	𧇳
 160244	𧇴
 160245	𧇵
 160246	𧇶
 160247	𧇷
 160248	𧇸
 160249	𧇹
 160250	𧇺
 160251	𧇻
 160252	𧇼
 160253	𧇽
 160254	𧇾
 160255	𧇿
 160256	𧈀
 160257	𧈁
 160258	𧈂
 160259	𧈃
 160260	𧈄
 160261	𧈅
 160262	𧈆
 160263	𧈇
 160264	𧈈
 160265	𧈉
 160266	𧈊
 160267	𧈋
 160268	𧈌
 160269	𧈍
 160270	𧈎
 160271	𧈏
 160272	𧈐
 160273	𧈑
 160274	𧈒
 160275	𧈓
 160276	𧈔
 160277	𧈕
 160278	𧈖
 160279	𧈗
 160280	𧈘
 160281	𧈙
 160282	𧈚
 160283	𧈛
 160284	𧈜
 160285	𧈝
 160286	𧈞
 160287	𧈟
 160288	𧈠
 160289	𧈡
 160290	𧈢
 160291	𧈣
 160292	𧈤
 160293	𧈥
 160294	𧈦
 160295	𧈧
 160296	𧈨
 160297	𧈩
 160298	𧈪
 160299	𧈫
 160300	𧈬
 160301	𧈭
 160302	𧈮
 160303	𧈯
 160304	𧈰
 160305	𧈱
 160306	𧈲
 160307	𧈳
 160308	𧈴
 160309	𧈵
 160310	𧈶
 160311	𧈷
 160312	𧈸
 160313	𧈹
 160314	𧈺
 160315	𧈻
 160316	𧈼
 160317	𧈽
 160318	𧈾
 160319	𧈿
 160320	𧉀
 160321	𧉁
 160322	𧉂
 160323	𧉃
 160324	𧉄
 160325	𧉅
 160326	𧉆
 160327	𧉇
 160328	𧉈
 160329	𧉉
 160330	𧉊
 160331	𧉋
 160332	𧉌
 160333	𧉍
 160334	𧉎
 160335	𧉏
 160336	𧉐
 160337	𧉑
 160338	𧉒
 160339	𧉓
 160340	𧉔
 160341	𧉕
 160342	𧉖
 160343	𧉗
 160344	𧉘
 160345	𧉙
 160346	𧉚
 160347	𧉛
 160348	𧉜
 160349	𧉝
 160350	𧉞
 160351	𧉟
 160352	𧉠
 160353	𧉡
 160354	𧉢
 160355	𧉣
 160356	𧉤
 160357	𧉥
 160358	𧉦
 160359	𧉧
 160360	𧉨
 160361	𧉩
 160362	𧉪
 160363	𧉫
 160364	𧉬
 160365	𧉭
 160366	𧉮
 160367	𧉯
 160368	𧉰
 160369	𧉱
 160370	𧉲
 160371	𧉳
 160372	𧉴
 160373	𧉵
 160374	𧉶
 160375	𧉷
 160376	𧉸
 160377	𧉹
 160378	𧉺
 160379	𧉻
 160380	𧉼
 160381	𧉽
 160382	𧉾
 160383	𧉿
 160384	𧊀
 160385	𧊁
 160386	𧊂
 160387	𧊃
 160388	𧊄
 160389	𧊅
 160390	𧊆
 160391	𧊇
 160392	𧊈
 160393	𧊉
 160394	𧊊
 160395	𧊋
 160396	𧊌
 160397	𧊍
 160398	𧊎
 160399	𧊏
 160400	𧊐
 160401	𧊑
 160402	𧊒
 160403	𧊓
 160404	𧊔
 160405	𧊕
 160406	𧊖
 160407	𧊗
 160408	𧊘
 160409	𧊙
 160410	𧊚
 160411	𧊛
 160412	𧊜
 160413	𧊝
 160414	𧊞
 160415	𧊟
 160416	𧊠
 160417	𧊡
 160418	𧊢
 160419	𧊣
 160420	𧊤
 160421	𧊥
 160422	𧊦
 160423	𧊧
 160424	𧊨
 160425	𧊩
 160426	𧊪
 160427	𧊫
 160428	𧊬
 160429	𧊭
 160430	𧊮
 160431	𧊯
 160432	𧊰
 160433	𧊱
 160434	𧊲
 160435	𧊳
 160436	𧊴
 160437	𧊵
 160438	𧊶
 160439	𧊷
 160440	𧊸
 160441	𧊹
 160442	𧊺
 160443	𧊻
 160444	𧊼
 160445	𧊽
 160446	𧊾
 160447	𧊿
 160448	𧋀
 160449	𧋁
 160450	𧋂
 160451	𧋃
 160452	𧋄
 160453	𧋅
 160454	𧋆
 160455	𧋇
 160456	𧋈
 160457	𧋉
 160458	𧋊
 160459	𧋋
 160460	𧋌
 160461	𧋍
 160462	𧋎
 160463	𧋏
 160464	𧋐
 160465	𧋑
 160466	𧋒
 160467	𧋓
 160468	𧋔
 160469	𧋕
 160470	𧋖
 160471	𧋗
 160472	𧋘
 160473	𧋙
 160474	𧋚
 160475	𧋛
 160476	𧋜
 160477	𧋝
 160478	𧋞
 160479	𧋟
 160480	𧋠
 160481	𧋡
 160482	𧋢
 160483	𧋣
 160484	𧋤
 160485	𧋥
 160486	𧋦
 160487	𧋧
 160488	𧋨
 160489	𧋩
 160490	𧋪
 160491	𧋫
 160492	𧋬
 160493	𧋭
 160494	𧋮
 160495	𧋯
 160496	𧋰
 160497	𧋱
 160498	𧋲
 160499	𧋳
 160500	𧋴
 160501	𧋵
 160502	𧋶
 160503	𧋷
 160504	𧋸
 160505	𧋹
 160506	𧋺
 160507	𧋻
 160508	𧋼
 160509	𧋽
 160510	𧋾
 160511	𧋿
 160512	𧌀
 160513	𧌁
 160514	𧌂
 160515	𧌃
 160516	𧌄
 160517	𧌅
 160518	𧌆
 160519	𧌇
 160520	𧌈
 160521	𧌉
 160522	𧌊
 160523	𧌋
 160524	𧌌
 160525	𧌍
 160526	𧌎
 160527	𧌏
 160528	𧌐
 160529	𧌑
 160530	𧌒
 160531	𧌓
 160532	𧌔
 160533	𧌕
 160534	𧌖
 160535	𧌗
 160536	𧌘
 160537	𧌙
 160538	𧌚
 160539	𧌛
 160540	𧌜
 160541	𧌝
 160542	𧌞
 160543	𧌟
 160544	𧌠
 160545	𧌡
 160546	𧌢
 160547	𧌣
 160548	𧌤
 160549	𧌥
 160550	𧌦
 160551	𧌧
 160552	𧌨
 160553	𧌩
 160554	𧌪
 160555	𧌫
 160556	𧌬
 160557	𧌭
 160558	𧌮
 160559	𧌯
 160560	𧌰
 160561	𧌱
 160562	𧌲
 160563	𧌳
 160564	𧌴
 160565	𧌵
 160566	𧌶
 160567	𧌷
 160568	𧌸
 160569	𧌹
 160570	𧌺
 160571	𧌻
 160572	𧌼
 160573	𧌽
 160574	𧌾
 160575	𧌿
 160576	𧍀
 160577	𧍁
 160578	𧍂
 160579	𧍃
 160580	𧍄
 160581	𧍅
 160582	𧍆
 160583	𧍇
 160584	𧍈
 160585	𧍉
 160586	𧍊
 160587	𧍋
 160588	𧍌
 160589	𧍍
 160590	𧍎
 160591	𧍏
 160592	𧍐
 160593	𧍑
 160594	𧍒
 160595	𧍓
 160596	𧍔
 160597	𧍕
 160598	𧍖
 160599	𧍗
 160600	𧍘
 160601	𧍙
 160602	𧍚
 160603	𧍛
 160604	𧍜
 160605	𧍝
 160606	𧍞
 160607	𧍟
 160608	𧍠
 160609	𧍡
 160610	𧍢
 160611	𧍣
 160612	𧍤
 160613	𧍥
 160614	𧍦
 160615	𧍧
 160616	𧍨
 160617	𧍩
 160618	𧍪
 160619	𧍫
 160620	𧍬
 160621	𧍭
 160622	𧍮
 160623	𧍯
 160624	𧍰
 160625	𧍱
 160626	𧍲
 160627	𧍳
 160628	𧍴
 160629	𧍵
 160630	𧍶
 160631	𧍷
 160632	𧍸
 160633	𧍹
 160634	𧍺
 160635	𧍻
 160636	𧍼
 160637	𧍽
 160638	𧍾
 160639	𧍿
 160640	𧎀
 160641	𧎁
 160642	𧎂
 160643	𧎃
 160644	𧎄
 160645	𧎅
 160646	𧎆
 160647	𧎇
 160648	𧎈
 160649	𧎉
 160650	𧎊
 160651	𧎋
 160652	𧎌
 160653	𧎍
 160654	𧎎
 160655	𧎏
 160656	𧎐
 160657	𧎑
 160658	𧎒
 160659	𧎓
 160660	𧎔
 160661	𧎕
 160662	𧎖
 160663	𧎗
 160664	𧎘
 160665	𧎙
 160666	𧎚
 160667	𧎛
 160668	𧎜
 160669	𧎝
 160670	𧎞
 160671	𧎟
 160672	𧎠
 160673	𧎡
 160674	𧎢
 160675	𧎣
 160676	𧎤
 160677	𧎥
 160678	𧎦
 160679	𧎧
 160680	𧎨
 160681	𧎩
 160682	𧎪
 160683	𧎫
 160684	𧎬
 160685	𧎭
 160686	𧎮
 160687	𧎯
 160688	𧎰
 160689	𧎱
 160690	𧎲
 160691	𧎳
 160692	𧎴
 160693	𧎵
 160694	𧎶
 160695	𧎷
 160696	𧎸
 160697	𧎹
 160698	𧎺
 160699	𧎻
 160700	𧎼
 160701	𧎽
 160702	𧎾
 160703	𧎿
 160704	𧏀
 160705	𧏁
 160706	𧏂
 160707	𧏃
 160708	𧏄
 160709	𧏅
 160710	𧏆
 160711	𧏇
 160712	𧏈
 160713	𧏉
 160714	𧏊
 160715	𧏋
 160716	𧏌
 160717	𧏍
 160718	𧏎
 160719	𧏏
 160720	𧏐
 160721	𧏑
 160722	𧏒
 160723	𧏓
 160724	𧏔
 160725	𧏕
 160726	𧏖
 160727	𧏗
 160728	𧏘
 160729	𧏙
 160730	𧏚
 160731	𧏛
 160732	𧏜
 160733	𧏝
 160734	𧏞
 160735	𧏟
 160736	𧏠
 160737	𧏡
 160738	𧏢
 160739	𧏣
 160740	𧏤
 160741	𧏥
 160742	𧏦
 160743	𧏧
 160744	𧏨
 160745	𧏩
 160746	𧏪
 160747	𧏫
 160748	𧏬
 160749	𧏭
 160750	𧏮
 160751	𧏯
 160752	𧏰
 160753	𧏱
 160754	𧏲
 160755	𧏳
 160756	𧏴
 160757	𧏵
 160758	𧏶
 160759	𧏷
 160760	𧏸
 160761	𧏹
 160762	𧏺
 160763	𧏻
 160764	𧏼
 160765	𧏽
 160766	𧏾
 160767	𧏿
 160768	𧐀
 160769	𧐁
 160770	𧐂
 160771	𧐃
 160772	𧐄
 160773	𧐅
 160774	𧐆
 160775	𧐇
 160776	𧐈
 160777	𧐉
 160778	𧐊
 160779	𧐋
 160780	𧐌
 160781	𧐍
 160782	𧐎
 160783	𧐏
 160784	𧐐
 160785	𧐑
 160786	𧐒
 160787	𧐓
 160788	𧐔
 160789	𧐕
 160790	𧐖
 160791	𧐗
 160792	𧐘
 160793	𧐙
 160794	𧐚
 160795	𧐛
 160796	𧐜
 160797	𧐝
 160798	𧐞
 160799	𧐟
 160800	𧐠
 160801	𧐡
 160802	𧐢
 160803	𧐣
 160804	𧐤
 160805	𧐥
 160806	𧐦
 160807	𧐧
 160808	𧐨
 160809	𧐩
 160810	𧐪
 160811	𧐫
 160812	𧐬
 160813	𧐭
 160814	𧐮
 160815	𧐯
 160816	𧐰
 160817	𧐱
 160818	𧐲
 160819	𧐳
 160820	𧐴
 160821	𧐵
 160822	𧐶
 160823	𧐷
 160824	𧐸
 160825	𧐹
 160826	𧐺
 160827	𧐻
 160828	𧐼
 160829	𧐽
 160830	𧐾
 160831	𧐿
 160832	𧑀
 160833	𧑁
 160834	𧑂
 160835	𧑃
 160836	𧑄
 160837	𧑅
 160838	𧑆
 160839	𧑇
 160840	𧑈
 160841	𧑉
 160842	𧑊
 160843	𧑋
 160844	𧑌
 160845	𧑍
 160846	𧑎
 160847	𧑏
 160848	𧑐
 160849	𧑑
 160850	𧑒
 160851	𧑓
 160852	𧑔
 160853	𧑕
 160854	𧑖
 160855	𧑗
 160856	𧑘
 160857	𧑙
 160858	𧑚
 160859	𧑛
 160860	𧑜
 160861	𧑝
 160862	𧑞
 160863	𧑟
 160864	𧑠
 160865	𧑡
 160866	𧑢
 160867	𧑣
 160868	𧑤
 160869	𧑥
 160870	𧑦
 160871	𧑧
 160872	𧑨
 160873	𧑩
 160874	𧑪
 160875	𧑫
 160876	𧑬
 160877	𧑭
 160878	𧑮
 160879	𧑯
 160880	𧑰
 160881	𧑱
 160882	𧑲
 160883	𧑳
 160884	𧑴
 160885	𧑵
 160886	𧑶
 160887	𧑷
 160888	𧑸
 160889	𧑹
 160890	𧑺
 160891	𧑻
 160892	𧑼
 160893	𧑽
 160894	𧑾
 160895	𧑿
 160896	𧒀
 160897	𧒁
 160898	𧒂
 160899	𧒃
 160900	𧒄
 160901	𧒅
 160902	𧒆
 160903	𧒇
 160904	𧒈
 160905	𧒉
 160906	𧒊
 160907	𧒋
 160908	𧒌
 160909	𧒍
 160910	𧒎
 160911	𧒏
 160912	𧒐
 160913	𧒑
 160914	𧒒
 160915	𧒓
 160916	𧒔
 160917	𧒕
 160918	𧒖
 160919	𧒗
 160920	𧒘
 160921	𧒙
 160922	𧒚
 160923	𧒛
 160924	𧒜
 160925	𧒝
 160926	𧒞
 160927	𧒟
 160928	𧒠
 160929	𧒡
 160930	𧒢
 160931	𧒣
 160932	𧒤
 160933	𧒥
 160934	𧒦
 160935	𧒧
 160936	𧒨
 160937	𧒩
 160938	𧒪
 160939	𧒫
 160940	𧒬
 160941	𧒭
 160942	𧒮
 160943	𧒯
 160944	𧒰
 160945	𧒱
 160946	𧒲
 160947	𧒳
 160948	𧒴
 160949	𧒵
 160950	𧒶
 160951	𧒷
 160952	𧒸
 160953	𧒹
 160954	𧒺
 160955	𧒻
 160956	𧒼
 160957	𧒽
 160958	𧒾
 160959	𧒿
 160960	𧓀
 160961	𧓁
 160962	𧓂
 160963	𧓃
 160964	𧓄
 160965	𧓅
 160966	𧓆
 160967	𧓇
 160968	𧓈
 160969	𧓉
 160970	𧓊
 160971	𧓋
 160972	𧓌
 160973	𧓍
 160974	𧓎
 160975	𧓏
 160976	𧓐
 160977	𧓑
 160978	𧓒
 160979	𧓓
 160980	𧓔
 160981	𧓕
 160982	𧓖
 160983	𧓗
 160984	𧓘
 160985	𧓙
 160986	𧓚
 160987	𧓛
 160988	𧓜
 160989	𧓝
 160990	𧓞
 160991	𧓟
 160992	𧓠
 160993	𧓡
 160994	𧓢
 160995	𧓣
 160996	𧓤
 160997	𧓥
 160998	𧓦
 160999	𧓧
 161000	𧓨
 161001	𧓩
 161002	𧓪
 161003	𧓫
 161004	𧓬
 161005	𧓭
 161006	𧓮
 161007	𧓯
 161008	𧓰
 161009	𧓱
 161010	𧓲
 161011	𧓳
 161012	𧓴
 161013	𧓵
 161014	𧓶
 161015	𧓷
 161016	𧓸
 161017	𧓹
 161018	𧓺
 161019	𧓻
 161020	𧓼
 161021	𧓽
 161022	𧓾
 161023	𧓿
 161024	𧔀
 161025	𧔁
 161026	𧔂
 161027	𧔃
 161028	𧔄
 161029	𧔅
 161030	𧔆
 161031	𧔇
 161032	𧔈
 161033	𧔉
 161034	𧔊
 161035	𧔋
 161036	𧔌
 161037	𧔍
 161038	𧔎
 161039	𧔏
 161040	𧔐
 161041	𧔑
 161042	𧔒
 161043	𧔓
 161044	𧔔
 161045	𧔕
 161046	𧔖
 161047	𧔗
 161048	𧔘
 161049	𧔙
 161050	𧔚
 161051	𧔛
 161052	𧔜
 161053	𧔝
 161054	𧔞
 161055	𧔟
 161056	𧔠
 161057	𧔡
 161058	𧔢
